DJ,Count,Soundcloud_Link,Soundcloud_User_ID
TRUNCATE,,https://soundcloud.com/truncate,1417233
SPRKLBB,,https://soundcloud.com/sprklbb,11909976
CHLOE LULA,,https://soundcloud.com/chlo-lula,34349396
MORENXXX,,https://soundcloud.com/morenxxx,180677044
PHILIPPA PACHO,,https://soundcloud.com/philippapacho,2216705
LUKE SLATER,,https://soundcloud.com/luke-slater,1408723
HÉCTOR OAKS,,https://soundcloud.com/hectoroaks,968135
ARIEL ZETINA,,https://soundcloud.com/arielzetina,26354092
FATHERHOOD,,https://soundcloud.com/fatherhood-1,20449994
REBEKAH,,https://soundcloud.com/rebekah,50657
LISAS,,https://soundcloud.com/vcodisco,458067174
TIN MAN,,https://soundcloud.com/tinman,52868
ADRESTIA,,https://soundcloud.com/adrestiadj,391877406
AURORA HALAL,,https://soundcloud.com/itsallhalal,20731972
